Study	Study_accession	Sample_type	Sample_group	Eager_label	Secondary_sample_accession	Run_accession	Sample_alias	Host	Country	Age_BP	avg_gc	avg_rl	No_reads_no_human	V22	Full
Brito2016	PRJNA217052	saliva	industrial	SRS475596	SRS475596	SRR2228548		Human	Fiji	7	42	110.359199058846	41651		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475954	SRS475954	SRR2228549		Human	Fiji	7	43	114.96653053311	639568		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476162	SRS476162	SRR2228550		Human	Fiji	7	42	113.123454370324	178568		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475961	SRS475961	SRR2228551		Human	Fiji	7	40	115.804542450279	49929		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475678	SRS475678	SRR2228553		Human	Fiji	7	42	115.490962611719	75077		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475927	SRS475927	SRR2228555		Human	Fiji	7	41	113.483044511644	89617		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476102	SRS476102	SRR2228556		Human	Fiji	7	43	113.085466057194	464664		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475588	SRS475588	SRR2228557		Human	Fiji	7	44	114.564188921275	617887		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476006	SRS476006	SRR2228558		Human	Fiji	7	43	113.095816971146	234280		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475668	SRS475668	SRR2228560		Human	Fiji	7	42	114.155057496521	191142		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475663	SRS475663	SRR2228561		Human	Fiji	7	44	115.637156336743	101953		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476110	SRS476110	SRR2228562		Human	Fiji	7	45	107.904903157389	199912		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475724	SRS475724	SRR2228564		Human	Fiji	7	43	115.314675722945	166956		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475597	SRS475597	SRR2228565		Human	Fiji	7	43	115.377637811441	136382		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476005	SRS476005	SRR2228566		Human	Fiji	7	40	113.744262984057	185593		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475596	SRS475596	SRR2228568		Human	Fiji	7	42	110.359199058846	41651		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476005	SRS476005	SRR2228570		Human	Fiji	7	40	113.744262984057	185593		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476170	SRS476170	SRR2228571		Human	Fiji	7	48	113.94334248278	328253		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476008	SRS476008	SRR2228574		Human	Fiji	7	42	115.774405912209	94178		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476268	SRS476268	SRR2228575		Human	Fiji	7	46	114.842963322158	119609		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476852	SRS476852	SRR2228576		Human	Fiji	7	41	108.071465243845	9690039		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475927	SRS475927	SRR2228582		Human	Fiji	7	41	113.483044511644	89617		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476137	SRS476137	SRR2228583		Human	Fiji	7	44	113.297558852091	179178		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476138	SRS476138	SRR2228584		Human	Fiji	7	42	111.685823452504	88724		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476170	SRS476170	SRR2228585		Human	Fiji	7	48	113.94334248278	328253		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476036	SRS476036	SRR2228586		Human	Fiji	7	42	112.436808293474	99934		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476124	SRS476124	SRR2228587		Human	Fiji	7	42	114.473275443611	111246		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475597	SRS475597	SRR2228588		Human	Fiji	7	43	115.377637811441	136382		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475663	SRS475663	SRR2228589		Human	Fiji	7	44	115.637156336743	101953		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475954	SRS475954	SRR2228590		Human	Fiji	7	43	114.96653053311	639568		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476138	SRS476138	SRR2228591		Human	Fiji	7	42	111.685823452504	88724		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476207	SRS476207	SRR2228592		Human	Fiji	7	44	108.749485384932	170030		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476162	SRS476162	SRR2228594		Human	Fiji	7	42	113.123454370324	178568		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475616	SRS475616	SRR2228595		Human	Fiji	7	42	114.293816064308	31598		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476175	SRS476175	SRR2228596		Human	Fiji	7	43	113.296789237668	55750		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476056	SRS476056	SRR2228597		Human	Fiji	7	43	115.359905850706	74350		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRS476109	SRR2228599		Human	Fiji	7	43	115.076274424885	39253		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476011	SRS476011	SRR2228600		Human	Fiji	7	43	109.601992459549	76388		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476170	SRS476170	SRR2228601		Human	Fiji	7	48	113.94334248278	328253		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476056	SRS476056	SRR2228602		Human	Fiji	7	43	115.359905850706	74350		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475678	SRS475678	SRR2228603		Human	Fiji	7	42	115.490962611719	75077		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476206	SRS476206	SRR2228604		Human	Fiji	7	43	115.414425699132	139709		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475969	SRS475969	SRR2228606		Human	Fiji	7	44	115.807135213089	524217		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476190	SRS476190	SRR2228607		Human	Fiji	7	42	113.453538895283	112083		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476206	SRS476206	SRR2228608		Human	Fiji	7	43	115.414425699132	139709		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476011	SRS476011	SRR2228609		Human	Fiji	7	43	109.601992459549	76388		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476165	SRS476165	SRR2228610		Human	Fiji	7	41	116.279733792841	425383		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475593	SRS475593	SRR2228612		Human	Fiji	7	42	113.629918263475	126137		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476206	SRS476206	SRR2228613		Human	Fiji	7	43	115.414425699132	139709		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475590	SRS475590	SRR2228615		Human	Fiji	7	41	115.870030927057	53028		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475932	SRS475932	SRR2228616		Human	Fiji	7	46	115.759852620343	213598		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475543	SRS475543	SRR2228617		Human	Fiji	7	43	115.350120817751	99737		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476206	SRS476206	SRR2228618		Human	Fiji	7	43	115.414425699132	139709		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476268	SRS476268	SRR2228619		Human	Fiji	7	46	114.842963322158	119609		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475583	SRS475583	SRR2228620		Human	Fiji	7	43	114.637551792219	71922		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476207	SRS476207	SRR2228621		Human	Fiji	7	44	108.749485384932	170030		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476284	SRS476284	SRR2228622		Human	Fiji	7	45	115.672723249904	298298		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475583	SRS475583	SRR2228623		Human	Fiji	7	43	114.637551792219	71922		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475932	SRS475932	SRR2228624		Human	Fiji	7	46	115.759852620343	213598		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2228626		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2228627		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRS476113	SRR2228628		Human	Fiji	7	42	114.805043445802	48221		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475724	SRS475724	SRR2228629		Human	Fiji	7	43	115.314675722945	166956		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475668	SRS475668	SRR2228630		Human	Fiji	7	42	114.155057496521	191142		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476056	SRS476056	SRR2228632		Human	Fiji	7	43	115.359905850706	74350		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRS476113	SRR2228633		Human	Fiji	7	42	114.805043445802	48221		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475587	SRS475587	SRR2228634		Human	Fiji	7	41	115.693728022676	74793		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475583	SRS475583	SRR2228636		Human	Fiji	7	43	114.637551792219	71922		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475932	SRS475932	SRR2228637		Human	Fiji	7	46	115.759852620343	213598		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476202	SRS476202	SRR2228639		Human	Fiji	7	44	117.169160352605	542704		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476284	SRS476284	SRR2228640		Human	Fiji	7	45	115.672723249904	298298		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2228641		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475587	SRS475587	SRR2228643		Human	Fiji	7	41	115.693728022676	74793		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2228644		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475969	SRS475969	SRR2228646		Human	Fiji	7	44	115.807135213089	524217		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475954	SRS475954	SRR2228647		Human	Fiji	7	43	114.96653053311	639568		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476056	SRS476056	SRR2228648		Human	Fiji	7	43	115.359905850706	74350		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475950	SRS475950	SRR2228649		Human	Fiji	7	45	113.377029419353	224818		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2228650		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2228652		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475932	SRS475932	SRR2228653		Human	Fiji	7	46	115.759852620343	213598		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2228654		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475590	SRS475590	SRR2228655		Human	Fiji	7	41	115.870030927057	53028		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476056	SRS476056	SRR2228656		Human	Fiji	7	43	115.359905850706	74350		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476175	SRS476175	SRR2228657		Human	Fiji	7	43	113.296789237668	55750		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476165	SRS476165	SRR2228658		Human	Fiji	7	41	116.279733792841	425383		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2228659		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475932	SRS475932	SRR2228660		Human	Fiji	7	46	115.759852620343	213598		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476011	SRS476011	SRR2228661		Human	Fiji	7	43	109.601992459549	76388		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475969	SRS475969	SRR2228663		Human	Fiji	7	44	115.807135213089	524217		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476165	SRS476165	SRR2228664		Human	Fiji	7	41	116.279733792841	425383		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475591	SRS475591	SRR2228665		Human	Fiji	7	41	113.032087148556	114563		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRS476113	SRR2228666		Human	Fiji	7	42	114.805043445802	48221		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476036	SRS476036	SRR2228667		Human	Fiji	7	42	112.436808293474	99934		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475583	SRS475583	SRR2228668		Human	Fiji	7	43	114.637551792219	71922		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476109	SRS476109	SRR2228669		Human	Fiji	7	43	115.076274424885	39253		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476175	SRS476175	SRR2228670		Human	Fiji	7	43	113.296789237668	55750		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475583	SRS475583	SRR2228672		Human	Fiji	7	43	114.637551792219	71922		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476056	SRS476056	SRR2228673		Human	Fiji	7	43	115.359905850706	74350		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476175	SRS476175	SRR2228675		Human	Fiji	7	43	113.296789237668	55750		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476056	SRS476056	SRR2228676		Human	Fiji	7	43	115.359905850706	74350		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476056	SRS476056	SRR2228678		Human	Fiji	7	43	115.359905850706	74350		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRS476113	SRR2228679		Human	Fiji	7	42	114.805043445802	48221		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475593	SRS475593	SRR2228680		Human	Fiji	7	42	113.629918263475	126137		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476113	SRS476113	SRR2228681		Human	Fiji	7	42	114.805043445802	48221		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476165	SRS476165	SRR2228683		Human	Fiji	7	41	116.279733792841	425383		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476175	SRS476175	SRR2228684		Human	Fiji	7	43	113.296789237668	55750		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476005	SRS476005	SRR2228685		Human	Fiji	7	40	113.744262984057	185593		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475590	SRS475590	SRR2228686		Human	Fiji	7	41	115.870030927057	53028		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476265	SRS476265	SRR2228687		Human	Fiji	7	43	114.877195546684	239462		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2228688		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475590	SRS475590	SRR2228690		Human	Fiji	7	41	115.870030927057	53028		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476056	SRS476056	SRR2228691		Human	Fiji	7	43	115.359905850706	74350		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476056	SRS476056	SRR2228692		Human	Fiji	7	43	115.359905850706	74350		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476175	SRS476175	SRR2228693		Human	Fiji	7	43	113.296789237668	55750		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475969	SRS475969	SRR2228694		Human	Fiji	7	44	115.807135213089	524217		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2228695		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2228696		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2228697		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475969	SRS475969	SRR2228698		Human	Fiji	7	44	115.807135213089	524217		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475583	SRS475583	SRR2228699		Human	Fiji	7	43	114.637551792219	71922		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS475590	SRS475590	SRR2228701		Human	Fiji	7	41	115.870030927057	53028		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476165	SRS476165	SRR2228702		Human	Fiji	7	41	116.279733792841	425383		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476005	SRS476005	SRR2228703		Human	Fiji	7	40	113.744262984057	185593		Saliva - Industrial
Brito2016	PRJNA217052	saliva	industrial	SRS476080	SRS476080	SRR2228704		Human	Fiji	7	42	114.446110754508	51411		Saliva - Industrial
