Species	CMC001.B.deep.homd_mags	CMC002.B.deep.homd_mags	CMC003.B.deep.homd_mags	CMC004.B.deep.homd_mags	CMC005.B.deep.homd_mags	CMC006.B.deep.homd_mags	CMC007.B.deep.homd_mags	CMC008.B.deep.homd_mags	CMC009.A.deep.homd_mags	CMC009.B.deep.homd_mags	CMC010.B.deep.homd_mags	CMC011.B.deep.homd_mags	CMC012.B.deep.homd_mags	CMC013.B.deep.homd_mags	CMC015.B.deep.homd_mags	CMC016.B.deep.homd_mags	CMC017.B.deep.homd_mags	CMC018.B.deep.homd_mags	CMC020.B.deep.homd_mags	CMC021.B.deep.homd_mags	CMC022.B.deep.homd_mags	CMC023.A.deep.homd_mags	CMC023.B.deep.homd_mags	CMC024.B.deep.homd_mags	CMC025.B.deep.homd_mags	CMC026.B.deep.homd_mags	CMC027.B.deep.homd_mags	CMC028.B.deep.homd_mags	CMC029.B.deep.homd_mags	CMC030.B.deep.homd_mags	CMC031.B.deep.homd_mags	CMC032.B.deep.homd_mags	CMC033.B.deep.homd_mags	CMC034.B.deep.homd_mags	CMC035.B.deep.homd_mags	CMC036.B.deep.homd_mags	CMC037.B.deep.homd_mags	CMC038.A.deep.homd_mags	CMC038.B.deep.homd_mags	CMC039.B.deep.homd_mags	CMC040.B.deep.homd_mags	CMC042.B.deep.homd_mags	CMC043.B.deep.homd_mags	CMC045.B.deep.homd_mags	CMC046.B.deep.homd_mags
Capnocytophaga pr_cl_992	7	0	46	113	1	76	77	17	48	80	56	66	7	4	7	55	89	44	13	14	66	111	7	83	19	4	73	54	20	33	1	15	4	14	11	33	1	59	73	11	121	22	1	97	10
Capnocytophaga pr_cl_995	8	0	83	103	4	63	113	39	72	54	45	54	21	9	5	50	95	14	11	7	50	177	2	69	2	1	88	24	10	28	20	62	0	0	6	11	0	86	37	25	112	10	5	86	6
Capnocytophaga pr_cl_990	10	0	68	241	9	113	176	41	93	178	67	156	19	8	69	43	111	80	28	34	29	165	23	142	116	18	166	20	25	12	22	32	1	3	18	26	5	132	197	9	284	153	18	83	37
Capnocytophaga pr_cl_953	10	1	101	199	0	181	124	47	127	442	53	95	47	10	2	44	55	18	37	9	37	147	6	34	27	7	183	17	9	36	6	43	0	4	0	9	2	61	96	119	58	8	9	66	30
Capnocytophaga pr_cl_986	11	0	50	208	16	138	181	34	117	188	152	153	106	13	5	44	135	101	35	73	219	290	14	717	15	34	138	141	72	25	7	61	2	3	76	14	3	64	207	17	396	47	12	119	30
Capnocytophaga pr_cl_994	14	0	19	28	0	47	48	7	73	41	36	69	16	5	0	53	157	39	39	15	40	225	4	105	35	2	160	83	8	34	6	2	0	0	4	49	1	53	137	10	29	4	10	61	13
Capnocytophaga pr_cl_985	22	7	85	131	6	90	125	35	65	69	35	241	36	7	2	69	104	34	12	25	65	169	4	189	15	2	180	41	16	6	6	15	0	2	16	23	2	101	339	9	427	11	6	83	31
Capnocytophaga pr_cl_982	25	0	140	363	3	108	270	61	236	265	133	154	69	16	10	129	228	60	28	56	103	295	16	310	45	14	217	88	48	18	15	51	1	5	25	26	1	299	67	24	557	42	21	206	73
Capnocytophaga pr_cl_974	26	6	43	353	8	138	774	50	62	190	320	107	69	14	154	604	439	47	128	193	22	200	93	323	113	54	214	82	410	28	50	3	4	38	13	458	14	79	217	150	378	274	144	722	152
Capnocytophaga pr_cl_970	27	0	73	125	0	128	241	55	29	61	199	451	23	0	1	103	209	133	8	18	333	172	9	151	6	1	168	107	22	64	13	4	0	9	11	1	0	81	299	16	214	17	1	135	5
Capnocytophaga pr_cl_988	30	9	148	260	0	175	132	33	142	177	19	138	58	33	4	22	36	92	11	29	44	187	4	355	23	4	82	17	26	0	3	19	0	6	14	36	1	225	40	20	487	12	4	265	35
Capnocytophaga pr_cl_961	34	2	56	109	0	80	87	25	29	39	122	64	13	5	0	151	178	18	16	9	149	97	0	117	3	0	126	119	7	74	6	4	0	13	27	7	0	63	229	12	120	4	4	88	14
Capnocytophaga pr_cl_971	38	0	93	66	0	90	154	28	42	129	163	97	23	3	0	321	343	47	23	15	169	211	1	98	3	2	116	136	31	101	29	11	2	16	10	22	2	104	296	36	145	5	10	170	36
Capnocytophaga pr_cl_979	40	18	146	706	7	228	382	167	454	874	133	216	185	77	92	389	194	95	34	4404	58	348	13	209	15	18	281	130	378	21	6	84	5	10	17	34	15	210	37	37	908	52	18	297	100
Capnocytophaga pr_cl_991	43	0	51	273	3	178	190	71	128	390	87	206	40	10	2	31	98	49	20	30	45	223	14	113	6	4	107	29	14	10	6	25	0	4	16	31	0	168	29	18	692	20	6	166	31
Capnocytophaga pr_cl_996	45	75	1874	827	19	242	1590	119	206	407	929	2213	197	23	319	329	1574	577	241	110	2955	525	711	10531	177	220	1355	1383	160	61	12	103	13	8	480	271	26	6658	4881	128	1016	146	85	1476	1027
Capnocytophaga pr_cl_969	50	0	77	108	2	101	86	30	66	75	38	88	13	8	6	92	240	53	32	9	143	269	7	142	9	4	200	200	9	70	21	3	6	18	33	14	0	58	295	36	133	20	11	118	8
Capnocytophaga pr_cl_977	51	2	93	605	0	132	352	195	414	558	160	233	134	57	15	353	127	96	30	101	56	199	9	191	7	21	209	39	71	11	13	51	2	1	23	34	1	241	160	45	577	53	50	212	84
Capnocytophaga pr_cl_972	52	2	126	379	0	316	261	98	159	317	183	192	50	13	5	246	467	85	42	18	139	468	6	155	15	5	375	183	46	65	18	74	8	26	20	47	3	133	152	41	280	34	56	263	44
Capnocytophaga pr_cl_980	52	0	114	564	1	231	350	82	308	674	105	251	118	49	31	150	187	70	41	76	73	232	9	230	40	29	347	106	100	25	8	46	5	3	21	42	5	233	49	41	1131	56	11	342	58
Capnocytophaga pr_cl_978	60	2	181	1340	4	388	1804	126	431	1147	612	496	11720	129	91	119	241	201	54	160	52	608	67	451	276	62	442	108	783	51	11	196	9	15	29	53	6	359	56	78	1814	356	30	453	111
Capnocytophaga pr_cl_998	61	0	157	302	1	300	253	65	127	312	430	385	41	26	3	72	103	65	63	38	130	163	15	162	79	21	353	324	45	91	1	1021	1	6	59	34	15	218	66	44	529	28	31	75	37
Capnocytophaga pr_cl_965	70	0	164	615	2	181	329	85	197	191	636	225	47	6	7	551	791	64	52	29	301	428	6	162	2	3	397	536	51	342	51	18	8	54	26	26	0	166	1969	282	321	133	24	458	59
Capnocytophaga pr_cl_958	74	0	236	1456	2	355	254	119	147	450	179	383	166	19	72	194	1043	183	34	30	542	20448	171	33208	41	29	418	346	295	132	17	377	19	13	55	71	6	1529	8134	335	1199	33	55	434	735
Capnocytophaga pr_cl_1000	75	0	55	143	1	298	65	34	20	107	69	134	36	27	13	24	60	15	19	31	33	86	22	97	46	21	191	37	33	5	3	54	2	1	30	22	0	53	20	20	290	13	36	21	18
Capnocytophaga pr_cl_989	78	0	67	105	5	157	84	44	163	76	61	271	24	7	8	364	226	66	57	33	90	391	4	198	19	15	334	419	4	52	9	13	4	2	9	6	1	178	68	19	150	12	5	150	42
Capnocytophaga pr_cl_967	91	0	346	509	2	344	534	99	193	234	518	289	72	21	5	804	835	64	138	36	284	799	11	221	18	11	576	372	67	293	52	59	9	52	40	42	8	255	645	125	635	41	35	580	80
Capnocytophaga pr_cl_987	93	0	200	526	1	194	350	65	386	318	155	1841	138	23	9	148	152	514	42	38	119	320	25	354	17	27	271	97	33	23	6	70	4	4	33	39	5	357	524	27	586	59	13	233	71
Capnocytophaga pr_cl_968	101	0	297	832	1	691	787	183	247	191	857	263	114	2	5	1408	1529	87	187	92	330	1908	4	199	12	2	901	1139	54	427	188	26	20	63	76	59	2	254	1861	390	1505	236	36	1043	50
Capnocytophaga pr_cl_966	108	11	179	324	3	333	395	126	181	262	495	291	77	2	33	716	868	106	151	142	294	958	31	214	66	28	512	313	142	193	3752	33	9	33	36	33	3	190	857	194	591	150	39	632	90
Capnocytophaga pr_cl_1015	173	18	109	783	48	137	189	19	121	118	144	566	106	29	126	560	235	312	200	368	173	768	106	265	291	41	473	472	98	60	12	3	20	28	58	27	3	1165	2232	33	248	124	2	348	20
Capnocytophaga pr_cl_954	173	0	171	64791	206	106	6218	93	5096	65435	282	2450	18315	5438	1670	171	26683	29	131	8608	74618	279801	1129	161	32320	740	22886	377	1909	4768	71	32	8	95	33	2133	77	90	391	64	185	319	49	2929	20306
Capnocytophaga pr_cl_1014	227	1	577	386	129	1353	172	300	54	212	411	333	113	184	21	438	361	39	64	1873	158	518	95	265	261	72	868	711	84	101	21	41	6	52	47	112	26	4124	927	210	468	3274	27	489	77
Capnocytophaga pr_cl_1004	257	0	360	712	2	961	72	161	64	575	116	959	88	47	44	32	86	132	35	24	316	345	149	341	20	49	596	292	100	37	16	41	2	3	120	32	0	148	40	68	1674	12	8	54	126
Capnocytophaga pr_cl_981	264	7	1206	4033	1	1021	1885	567	2467	3255	571	1771	610	345	127	527	505	771	236	461	495	2236	106	1291	146	95	1305	310	480	70	140	15209	18	26	123	345	35	1581	380	259	4558	257	116	2274	419
Capnocytophaga pr_cl_963	268	0	780	752	6	859	1812	781	430	737	1394	935	224	24	12	2214	2615	290	241	151	1033	3196	47	646	23	23	1362	1297	95	706	240	81	39	143	195	227	1	770	3235	559	1946	203	77	1795	174
Capnocytophaga pr_cl_1006	288	0	391	467	0	572	42	124	66	498	101	752	87	47	24	226	164	115	843	39	82	472	106	307	33	38	795	1048	39	57	17	76	8	4	93	18	0	139	15	191	5132	23	27	35	247
Capnocytophaga pr_cl_984	331	0	120	1659	0	319	230	92	368	760	530	1611	172	21	4	3469	605	93	44	100	45	776	6	159	42	52	710	189	60	42	8	170	15	10	40	143	8	333	325	78	1342	90	16	2441	43
Capnocytophaga pr_cl_997	343	0	416	1065	59	316	43485	749	4004	1634	468	452	372	160	49	263	421	133	437	143	125	444	178	439	147	180	865	2243	661	339	72	22	74	31	102	558	13	345	211	303	450	81	65	856	4530
Capnocytophaga pr_cl_1005	349	0	205	1017	0	1480	34	322	96	820	247	649	127	66	58	63	92	143	73	42	175	338	164	245	38	47	736	80	144	16	16	35	4	1	105	53	5	150	31	108	2268	24	11	98	205
Capnocytophaga pr_cl_1003	420	0	233	561	0	655	149	140	66	523	101	546	75	36	59	38	182	111	44	33	218	377	107	380	28	26	837	536	56	16	8	16	6	8	70	29	1	158	23	53	1066	8	26	55	92
Capnocytophaga pr_cl_956	422	0	161	300	2	457	187	81	227	528	117	496	6	2	5	298	1611	174	171	26	317	3196	8	413	3	2	2104	2148	53	1027	2	324	1	0	28	9	0	702	226	99	22659	9	12	571	160
Capnocytophaga pr_cl_976	439	7	2255	5469	11	1564	3193	576	1943	3011	1623	130789	697	262	150	1834	1981	25965	498	419	1516	2949	144	7553	214	98	4525	1981	642	250	181	535	18	36	269	348	59	2112	1603	377	4000	373	144	2157	561
Capnocytophaga pr_cl_959	488	7	10648	1653	8	9091	704	1652	185	279	1081	29894	172	208	70	888	56395	38178	262	1183	5707	247549	248	75387	62	367	9200	7469	322	559	49	25	4	55	114	158	11	109813	772876	2064	1451	63	250	24625	8707
Capnocytophaga pr_cl_1009	726	5	492	491	7	366	1540	145	314	680	1307	1107	230	51	78	528	1073	241	1283	92	118	1285	99	597	157	307	3167	5954	153	1073	1	30	18	30	72	132	6	198	54	403	1508	197	112	234	129
Capnocytophaga pr_cl_960	738	3	2396	3080	3	2845	3404	779	933	1793	2990	4381	510	55	66	5355	5926	2388	685	297	9662	6450	85	4142	100	82	3712	5377	367	2833	552	174	67	245	295	296	13	1752	7358	873	4716	435	193	3727	413
Capnocytophaga pr_cl_957	885	3	17116	5106	46	69172	1383	11983	220	558	732	33667	523	90	62	1096	34813	16464	202	162	43910	19058	99	17726	112	152	15441	49272	311	941	100	157	158	42	2214	237	23	8849	103312	1502	320857	191	287	24016	2111
Capnocytophaga pr_cl_1012	921	0	368	895	14	1317	6463	266	495	3560	1877	635	308	432	473	917	959	152	1050	296	419	3606	530	1792	324	881	7516	4618	512	549	7	307	37	73	112	189	8	556	234	1715	1731	102	667	462	90
Capnocytophaga pr_cl_1011	947	7	409	728	15	760	5039	184	468	2607	3202	1620	671	346	435	937	1503	198	1943	303	173	2811	404	1445	313	8523	5782	7110	401	1370	1	40	33	36	45	177	16	108	63	1325	324	115	582	452	15
Capnocytophaga pr_cl_962	1269	41	4224	49285	78	4106	45619	1064	1976	4252	9684	4300	1823	365	498	12019	12706	1013	11004	1169	3155	11098	840	3221	678	652	11857	3096	1476	4275	404	118	320	2068	352	616	57	2016	10846	10830	10128	812	856	7802	912
Capnocytophaga pr_cl_1013	2358	20	18189	4948	37	73567	1830	14153	5665	2114	1836	4479	896	583	269	462	1593	5298	336	195	2590	24207	287	6096	210	279	9477	5731	875	658	48	306	39	27	335	2819	250	67663	6831	574	12500	427	231	5983	1423
Capnocytophaga pr_cl_1007	3698	2	784	561	52	4225	42471	741	3188	83584	34578	923	1797	12461	1487	2483	778	184	6190	1507	145	12620	2444	7844	1729	4561	29534	2138	2833	444	0	22	175	373	18	556	24	86	27	12217	162	153	3634	1898	33
Capnocytophaga pr_cl_983	3805	135	13802	42771	101	18712	26914	7969	59947	47070	8943	20598	9401	3558	1400	11033	11973	10371	3701	5349	8879	34359	1164	21992	3626	1164	19943	5134	5328	1244	2074	6266	242	321	6937	3577	472	17662	6691	3626	75746	3487	1506	25369	5981
Capnocytophaga pr_cl_1008	4928	0	1703	1648	69	11145	79482	1895	3922	41975	19044	2565	3229	5625	2878	5126	1608	409	11444	3209	400	26929	4896	15487	3361	9184	61272	5484	4856	1338	6	79	348	633	140	1095	13	458	120	21371	916	294	7234	3814	99
Capnocytophaga pr_cl_975	12045	626	2191	44535	206	109102	191430	20813	20969	79978	128819	7462	15592	7466	5177	437091	118225	1338	15065	5496	7366	91064	2552	54328	7414	3756	81076	68408	15401	11728	868	5014	584	1445	1417	3961	3276	8927	7232	1927	108290	13994	6175	20588	11384
Capnocytophaga pr_cl_999	16342	656	81860	115001	1681	112112	105648	44475	23236	78779	79284	100210	10735	16712	2912	87817	19990	56337	17420	15730	90559	48155	4560	46908	109653	18866	75473	169893	36497	8051	720	881587	1959	494	71153	20324	27133	70016	102847	8168	150892	21127	13180	27909	8684
Capnocytophaga pr_cl_964	18896	259	61121	81705	214	77103	111481	19347	34049	57786	118262	108933	20387	1775	1540	179865	212153	18722	18448	10345	64445	192735	2119	42016	2452	1476	130219	400216	11694	63362	14526	16523	1935	7693	22778	38323	496	46443	207367	30571	137664	31422	5637	131873	14495
Capnocytophaga pr_cl_1002	51314	33	27321	136017	121	149931	9042	32875	11579	278612	109352	87088	14107	6761	8280	7182	9579	13544	6822	8175	22205	40855	21091	34355	3813	4990	91368	17295	164386	3019	2310	4471	762	643	9343	8642	181	39744	3240	22493	583971	1816	982	7545	38044
Capnocytophaga pr_cl_955	114562	0	7003	48161	297	116342	8395	22314	30153	22805	12698	89697	1228	1083	1025	83966	339760	30185	25947	4452	21321	527945	2601	60334	875	447	415497	790317	7360	236139	1798	79747	261	96	6903	748	81	101463	40432	25811	195676	2132	1363	77837	27375
Capnocytophaga pr_cl_1001	120957	28	8533	124669	40	1455	2934	1381	8075	4486	21882	11335	1283	980	984	5879	203141	14538	3944	984	2822	101842	1213	2283	753	975	488590	692285	4417	9539	73	333	256	126	319	290	35	54606	20576	2702	600744	1291	5168	15349	5559
Capnocytophaga pr_cl_973	151646	7112	89207	567044	11048	104485	1664735	174092	55340	535964	572121	133043	170339	240997	274748	526690	446820	31267	348814	291772	53274	127876	194285	403700	359293	136891	543890	47986	929167	55017	374602	9489	12466	43082	82517	221030	181987	62920	29069	231914	526548	284153	540739	461742	243313
Capnocytophaga pr_cl_1010	166671	435	104407	122160	1053	109790	252850	25007	65461	96682	332266	377991	39328	9490	12250	145252	404671	51815	289720	25967	39304	232231	14024	120897	55154	52958	455075	2168878	34392	363474	437	11262	2441	26288	10576	22843	1483	85944	13833	79117	46562	32864	35258	58885	8143
RGIG7150 pr_cl_1572	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
Limisoma pr_cl_618	0	0	0	8	2	6	0	6	0	1	4	2	0	1	4	2	4	159	0	0	2	2	6	6	9	0	0	0	0	0	1	1	0	0	0	1	0	9	9	2	3	0	0	0	2
Petrimonas pr_cl_1839	0	5	0	0	0	0	0	0	0	2	0	12	11	0	0	2	1	18	2	0	60	6	0	36	7	0	12	13	0	15	0	0	0	1	117	17	0	2825	8470	5	0	2	0	1	0
JAFADY01 pr_cl_946	8	0	0	25	43	0	10	0	0	4	17	35	20	0	0	27	4	10	2	7	21	6	1	28	72	1	3	4	6	0	0	0	0	0	5	16	0	54	140	0	22	1	0	0	1
Dysgonomonadaceae pr_cl_1840	18	492	3	20	8	4	2	2	6	41	43	50	17	19	22	23	51	129	12	6	186	20	6	57	47	220	141	24	105	57	2	0	4	8	9512	1292	63	273839	788998	12	26	9	4	37	3
Phil12 pr_cl_1817	0	0	2	7	0	0	0	2	4	2	3	5	2	4	0	1	9	10	4	3	9	17	29	2	11	5	7	0	2	4	0	0	2	0	0	0	0	19	17	0	0	10	0	0	3
Phil12 pr_cl_5	12	0	60	3	0	2	2	0	0	2	10	1984	3155	0	6	3	3947	1	1	21	4637	3	0	1348	9	90	25	306	0	108	0	0	0	23	477	40	4	10908	14427	43	0	2129	0	126	0
RGIG3770 pr_cl_756	98	215	559	9004	68849	3495	13	588	205	44	15459	71961	118	6	1398	94	21444	524359	106	69	182404	1356	4094	19723	382	10370	65	138	64	1379	6	4	0	2551	41044	67	45	6439	107765	444	9	26990	6	22	7
Marinifilaceae pr_cl_578	671	15	228	606	159	14	0	2	0	0	48	12	480	62	307	1	454	4265	190	85	106	14	0	1199	2322	3	5476	836	61	25	0	0	0	2	1360	1378	6	69467	101073	8	44	36	8	1013	0
Limimorpha pr_cl_755	29	1209	45	33	11	6	4	4	0	20	40	320	3	14	2	9	794	590	52	69	339	5116	83	2706	31	13	710	288	14	11	0	0	0	0	20	362	22	12798	17082	0	4	10	2	6	0
Limimorpha pr_cl_754	6558	232698	8241	117	1031	2394	436	408	2	9	4271	42647	572	2224	837	626	214736	156272	7544	902	11764	942647	19536	236016	3013	4314	178905	28828	4069	918	8	0	1	41	929	70616	3800	2394200	3100214	363	89	22	10	1140	779
Cryptobacteroides pr_cl_48	0	2	15	0	0	16	0	0	0	0	56	215	0	0	2	6	7	2	0	0	480	6	0	23638	58	42	5	438	2	2	0	0	0	0	123	3	1	51738	3649	2	0	0	1	2	2
Cryptobacteroides pr_cl_45	0	241	5	15	166	2	5	0	5	0	16	93	56	2	0	3	10	28	3	4	166108	1	1	218	168	27064	3	21	2	0	0	0	0	10	13	3	7	25057	74197	6	2	2	0	1	0
Cryptobacteroides pr_cl_2759	4	0	2	172	9	0	0	0	0	0	13	9	41	194	2	112	14	57	30	113	4	4	7	11	128	0	77	2	7	4	0	0	1	2	11	8	0	2	19	2	10	0	0	114	2
Cryptobacteroides pr_cl_44	11	11	32	69	12	21	20	13	13	86	46	222	12	4	4	123	141	465	3	41	520	280	51	492	92	78	51	174	7	28	0	0	1	3	57993	2	0	294	750	6	22	23	0	8	7
Cryptobacteroides pr_cl_2756	25	7	6	75	13	1	39	0	4	0	1112	249	35	10	615	78	200	136	12	252	145805	1447	19	14720	223	26001	536	58849	13	1091	0	4	0	0	135	44	21	1061	3657	340	33	6	4	47	1
Cryptobacteroides pr_cl_47	39	539	254	756	1620	3178	4	590	3	12	15269	45830	15	0	489	4	4	172042	6	13	52011	28	7	118886	18003	6960	14	5189	27	75	2	4	0	64	28838	222	31	121758	1164141	106	63	4	2	84	2
Cryptobacteroides pr_cl_46	52	63	24	153	4	13	72	2	15	9	124	104	65	39	78	266	97	66	43	106	241	124	148	275	77	101	147	68	88	49	47	47	1	4	309	33	19	332	488	30	17	63	20	46	5
Cryptobacteroides pr_cl_2757	661	482	48	5783	1248	34	106	36	204	55	174	807	1227	217	144	567	656	5434	1250	600	597	1037	339	1325	212	110	3370	92	556	30	0	2	37	5	76	130	25	2704	3262	20	142	68	40	262	52
Cryptobacteroides pr_cl_2754	1133	290	617	3829	13837	3710	94	532	0	59	3468	160863	32649	6	337	281915	57995	290195	148	340	273651	1929	870	49962	263	17556	1504	2798	13	4614	2	0	4	584	46522	246	26	103164	183254	1539	47	17868	1	781	220
Cryptobacteroides pr_cl_2755	1648	459	67	1274	630	104	9	26	9	27	666	22074	979	283	619	3130	12724	55473	205	15549	17947	319055	1197	125174	2246	1472	22620	8818	188	222	0	0	9	18	9820	2682	668	113003	947200	345	75	132	58	3280	18
Cryptobacteroides pr_cl_2758	2277	32	149	92480	855	70	108	12	64	476	188	232	7435	93	206	14473	2126	2464	8344	25083	588	748	244	1300	19321	112	7595	100	1122	164	15	51	72	251	539	681	39	855	3386	120	1433	148	73	17064	560
Cryptobacteroides pr_cl_2753	15523	3843	277	176919	10381	2020	28	265	20	72	7151	16042	123142	71	1494	228047	21379	71501	6925	23121	30998	79777	7124	4032	15070	1636	135350	278	349	767	44	2	213	348	19659	4362	109	80929	794533	6988	908	9335	166	32180	897
Bacteroides_D pr_cl_660	0	7	0	32	1	0	0	0	12	0	1	6	2	0	1	8	5	17	0	8	6	48	6	41	7	2	12	0	3	8	0	0	1	0	6	0	0	113	256	0	2	0	0	13	32
Bacteroides_D pr_cl_658	3	0	25	23	134	0	0	0	76	10457	0	58	5807	0	132	17	28	33	6	2682	57	164	4	55	0	2	43	48	12	8	1	0	0	0	4	1	0	109	161	23	0	0	2	4759	21
Bacteroides_D pr_cl_661	3	0	0	4	2	2	0	0	0	0	2	0	0	0	0	2	0	0	2	0	2	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	6	7	0	2	0
Bacteroides_D pr_cl_697	4	2	0	184	4	1	3	0	3	7	0	3	0	0	0	28	18	25	4	9	0	86	4	3	4	0	76	1	1	0	0	0	0	0	0	0	0	57	84	1	2	2	0	45	9
Bacteroides_D pr_cl_657	8	3	32	284	20	23	63	22	31	155	144	49	122	20	17	62	71	13	30	54	73	58	35	80	59	5	76	50	29	13	36	61	4	3	0	3	0	23	82	3	120	45	18	173	53
Bacteroides_D pr_cl_664	9	33	7	27	4	2	56	3	687	30	2	1	1	2	0	2	3	30	7	41	4	26	0	3	0	0	6	1	8	2	0	0	4	0	3	21	7	542	711	127	2	0	2	725	14
Bacteroides_D pr_cl_656	16	2	43	14	1	0	15	0	1	39	3	1115	420	5	145	1601	88	1	240	25	25	2300	15	189	0	30	1939	14	11	2	0	0	8	57	10	140	2	3503	4445	22	0	513	1	151	3
Bacteroides_D pr_cl_666	24	6	3	41	0	0	12091	6	16	65	24	2	0	0	6	29	670	8	29	146	14	45	25305	14	212	2	64	0	4	0	0	0	0	3	1	2	0	24	87	0	6	6	0	389	159
Bacteroides_D pr_cl_690	32	4	0	53	14	2	24	2	0	28	6	9	6	3	70	38	86	5	20	27	18	69775	344	12	27	13	213	16	43	17	20	0	3	1	8	10	0	35	99	14	4	11	0	28	2
Bacteroides_D pr_cl_694	51	0	58	24170	270	49	407	33	3100	3220	594	163	362	341	40	2938	258	746	995	3098	116	752	276	74	1189	48	1992	108	973	4	0	2	108	23	103	149	4	43	669	73	590	71	148	69024	6101
Bacteroides_D pr_cl_695	141	1	31	199366	3386	34	11150	50	648	614	1013	374	1908	75	79	52586	1375	610	5891	203580	379	1968	392	222	36115	62	1380	340	173	4	0	0	390	105	4083	796	0	122	3041	93	505	525	27	3022	810
Bacteroides_D pr_cl_692	187	0	0	3307	74	66	142	148	414	303	90	503	156	2	53	1824	46930	470	279	750	511	2563	600	176	240	46	1139	1046	21	6	0	0	35	56	65	74	0	878	36948	137	128010	117	14	1154	597
Bacteroides_D pr_cl_655	198	0	121	35	2	0	66	3	0	148	6	24342	14077	197	3854	46092	1833	8	3927	169	598	188961	670	3869	51	687	95803	233	118	26	0	0	33	1198	175	1636	84	308739	397743	407	6	9789	2	2643	139
Bacteroides_D pr_cl_696	496	0	0	84016	689	2	36	2	31	45	705	2478	683	28	751	19084	3140	1030	82	14926	30	1113	760	1845	1855	55	2414	67	6	5	0	0	3820	88	6	16	2	32	143	128	0	347	7	4733	26
Bacteroides_D pr_cl_663	845	1175	201	1040	65	28	1568	84	32950	1724	134	27	155	308	96	274	43	992	243	1998	84	1289	122	117	12	138	628	4	213	28	2	39	98	2	45	125	31	2212	2996	271	530	79	351	40378	261329
Bacteroides_D pr_cl_659	1133	34	603	1096	2038	29	14	12	76	569	1192	571	2096	1222	371	1187	296	266588	8650	3843	119	53400	555	2593	126	729	11405	8	379	44	0	2	243	52	3576	1708	337	19256	43710	604	50	605	5	249	160
Bacteroides_D pr_cl_665	3862	2	1	5421	154	0	1943951	0	21	8377	2053	5	186	11	2354	7591	136	13	3227	24489	22	24	4435	4	26216	1	7402	8	56	40	0	0	0	37	0	11	0	5	5	0	90	1292	288	33898	4
Bacteroides_D pr_cl_687	9646	0	53	577002	2237	52	1	8	42	86	638	656	10169	802	566	206	3081	4293	13397	122229	114	206551	8939	3561	89	439	1469	84	98	74	0	0	9685	12	2407	3140	44	17295	78815	3007	12	822	82	8543	95
Bacteroides_D pr_cl_689	12454	0	0	237	27	3	0	0	13	705	0	111	71	211	10	864	222	53	1059	75	5	1134	39	281	171	0	7948	0	36	0	0	0	2	2	7	29	2	552	4045	30	0	38	4	140	70
Bacteroides_D pr_cl_688	13710	0	27	21316	98	89	433	36	124	3033	145	3247	471	940	2063	3784	3192	51063	5877	2710	737	109489	3918	5273	2929	80	66587	95	421	40	1	68	803	319	39	3024	389	4874	39732	278	446	618	1003	23318	1101
Bacteroides_D pr_cl_691	27738	3	22	62451	592	6	14	18	42	1294	494	298	1995	200	277	5242	232	7967	1920	1857	49	26997	575	832	3733	128	64900	120	174	5	1	0	1378	69	65	216	5	34723	66634	46	12	132	384	57	850
Bacteroides_D pr_cl_693	37996	34	93	122927	1243	2588	708	8144	12185	7397	4516	30960	7532	169	2149	31910	3931	76109	12807	26050	21637	273574	27090	4408	5832	1703	55621	22082	369	252	1163	9	5250	3140	447	3155	37	774	30916	8837	6375	6891	581	44720	62557
RF16 pr_cl_3564	1	0	0	51	0	0	0	0	0	4	81	20084	4	0	2	218	111	0	3	14	98	30	34	11009	2	19	378	3	8	8	0	0	0	4	500	78	0	1195	2914	31	2	2870	0	3	0
H1 pr_cl_1227	11	2	233	302	191	70	827	126	76	446	227	103	194	674	338	54	132	26	238	604	46	67	401	1385	32	8	213	17	714	15	465	3	2	3	33	318	189	139	224	66	154	746	111	398	245
F0058 pr_cl_951	100	0	21	830	32	235	379	84	135	36	163	1156	131	18	42	621	1882	106	171	335	1018	1041	45	1312	153	168	1216	813	172	493	109	0	13	20	179	44	1	295	1963	200	271	284	16	691	552
F0058 pr_cl_950	180	42	44	1550	149	354	672	107	195	57	305	1755	291	30	200	3266	5136	352	381	450	1982	1778	86	2294	991	291	2020	986	238	817	98	0	36	18	433	78	1	494	2863	433	299	408	56	1235	654
F0058 pr_cl_947	3213	39	2105	17523	206	1992	2005	605	371	169	912	35637	1869	67	258	5834	32816	6182	2430	3716	31180	38239	344	109939	2740	5052	14362	4354	823	7702	399	0	261	78	2684	488	6	21604	168234	1680	1923	4132	45	13154	1379
F0058 pr_cl_949	25896	404	10397	419769	1082	339268	396479	69188	101744	6944	41443	412683	39253	2315	3458	160576	354330	172973	20190	32873	731308	932540	8120	749781	54843	51079	454643	503010	120498	354016	52089	111	6784	603	110675	23302	219	99373	406479	186933	116359	117570	2141	346957	461769
