Bin	Base	mean_damage	Study	primary_cluster	SampleID	library_treatment	library_polymerase
ERS11702792.bin.r.4	4	0.0031088	Velsko2022	1188	ERS11702792	Half	PfuTurbo Cx Hotstart DNA
ERS11702792.bin.r.4	5	0.0017312	Velsko2022	1188	ERS11702792	Half	PfuTurbo Cx Hotstart DNA
ERS11702793.bin.r.1	0	0.024970297029703	Velsko2022	1188	ERS11702793	Half	PfuTurbo Cx Hotstart DNA
ERS11702793.bin.r.1	1	0.00337425742574257	Velsko2022	1188	ERS11702793	Half	PfuTurbo Cx Hotstart DNA
ERS11702793.bin.r.1	2	0.00224356435643564	Velsko2022	1188	ERS11702793	Half	PfuTurbo Cx Hotstart DNA
ERS11702793.bin.r.1	3	0.00231683168316832	Velsko2022	1188	ERS11702793	Half	PfuTurbo Cx Hotstart DNA
ERS11702793.bin.r.1	4	0.00181980198019802	Velsko2022	1188	ERS11702793	Half	PfuTurbo Cx Hotstart DNA
ERS11702793.bin.r.1	5	0.00173267326732673	Velsko2022	1188	ERS11702793	Half	PfuTurbo Cx Hotstart DNA
ERS11702795.bin.r.2	0	0.0194692556634304	Velsko2022	1188	ERS11702795	Half	PfuTurbo Cx Hotstart DNA
ERS11702795.bin.r.2	1	0.00336245954692557	Velsko2022	1188	ERS11702795	Half	PfuTurbo Cx Hotstart DNA
ERS11702795.bin.r.2	2	0.00218608414239482	Velsko2022	1188	ERS11702795	Half	PfuTurbo Cx Hotstart DNA
ERS11702795.bin.r.2	3	0.00194660194174757	Velsko2022	1188	ERS11702795	Half	PfuTurbo Cx Hotstart DNA
ERS11702795.bin.r.2	4	0.00211488673139159	Velsko2022	1188	ERS11702795	Half	PfuTurbo Cx Hotstart DNA
ERS11702795.bin.r.2	5	0.00233171521035599	Velsko2022	1188	ERS11702795	Half	PfuTurbo Cx Hotstart DNA
ERS11702798.bin.r.4	0	0.0314585741811175	Velsko2022	1188	ERS11702798	Half	PfuTurbo Cx Hotstart DNA
ERS11702798.bin.r.4	1	0.00202504816955684	Velsko2022	1188	ERS11702798	Half	PfuTurbo Cx Hotstart DNA
ERS11702798.bin.r.4	2	0.000897880539499037	Velsko2022	1188	ERS11702798	Half	PfuTurbo Cx Hotstart DNA
ERS11702798.bin.r.4	3	0.00169364161849711	Velsko2022	1188	ERS11702798	Half	PfuTurbo Cx Hotstart DNA
ERS11702798.bin.r.4	4	0.000932562620423892	Velsko2022	1188	ERS11702798	Half	PfuTurbo Cx Hotstart DNA
ERS11702798.bin.r.4	5	0.000680154142581888	Velsko2022	1188	ERS11702798	Half	PfuTurbo Cx Hotstart DNA
ERS11702799.bin.r.2	0	0.0200206489675516	Velsko2022	1188	ERS11702799	Half	PfuTurbo Cx Hotstart DNA
ERS11702799.bin.r.2	1	0.00208554572271386	Velsko2022	1188	ERS11702799	Half	PfuTurbo Cx Hotstart DNA
ERS11702799.bin.r.2	2	0.000292035398230089	Velsko2022	1188	ERS11702799	Half	PfuTurbo Cx Hotstart DNA
ERS11702799.bin.r.2	3	0.0012330383480826	Velsko2022	1188	ERS11702799	Half	PfuTurbo Cx Hotstart DNA
ERS11702799.bin.r.2	4	0.000578171091445428	Velsko2022	1188	ERS11702799	Half	PfuTurbo Cx Hotstart DNA
ERS11702799.bin.r.2	5	0.000557522123893805	Velsko2022	1188	ERS11702799	Half	PfuTurbo Cx Hotstart DNA
ERS11702800_24.0.refbinned	0	0.0377847682119205	Velsko2022	1187	ERS11702800	Half	PfuTurbo Cx Hotstart DNA
ERS11702800_24.0.refbinned	1	0.00563162251655629	Velsko2022	1187	ERS11702800	Half	PfuTurbo Cx Hotstart DNA
ERS11702800_24.0.refbinned	2	0.00375496688741722	Velsko2022	1187	ERS11702800	Half	PfuTurbo Cx Hotstart DNA
ERS11702800_24.0.refbinned	3	0.00378394039735099	Velsko2022	1187	ERS11702800	Half	PfuTurbo Cx Hotstart DNA
ERS11702800_24.0.refbinned	4	0.00371192052980132	Velsko2022	1187	ERS11702800	Half	PfuTurbo Cx Hotstart DNA
ERS11702800_24.0.refbinned	5	0.00374917218543046	Velsko2022	1187	ERS11702800	Half	PfuTurbo Cx Hotstart DNA
ERS11702801.bin.r.2	0	0.0192555910543131	Velsko2022	1188	ERS11702801	Half	PfuTurbo Cx Hotstart DNA
ERS11702801.bin.r.2	1	0.00252715654952077	Velsko2022	1188	ERS11702801	Half	PfuTurbo Cx Hotstart DNA
ERS11702801.bin.r.2	2	0.00166453674121406	Velsko2022	1188	ERS11702801	Half	PfuTurbo Cx Hotstart DNA
ERS11702801.bin.r.2	3	0.00250798722044728	Velsko2022	1188	ERS11702801	Half	PfuTurbo Cx Hotstart DNA
ERS11702801.bin.r.2	4	0.00130670926517572	Velsko2022	1188	ERS11702801	Half	PfuTurbo Cx Hotstart DNA
ERS11702801.bin.r.2	5	0.00146006389776358	Velsko2022	1188	ERS11702801	Half	PfuTurbo Cx Hotstart DNA
ERS11702805.bin.r.4	0	0.0150790513833992	Velsko2022	1188	ERS11702805	Half	PfuTurbo Cx Hotstart DNA
ERS11702805.bin.r.4	1	0.00216205533596838	Velsko2022	1188	ERS11702805	Half	PfuTurbo Cx Hotstart DNA
ERS11702805.bin.r.4	2	0.00158498023715415	Velsko2022	1188	ERS11702805	Half	PfuTurbo Cx Hotstart DNA
ERS11702805.bin.r.4	3	0.00217391304347826	Velsko2022	1188	ERS11702805	Half	PfuTurbo Cx Hotstart DNA
ERS11702805.bin.r.4	4	0.00166798418972332	Velsko2022	1188	ERS11702805	Half	PfuTurbo Cx Hotstart DNA
ERS11702805.bin.r.4	5	0.00134782608695652	Velsko2022	1188	ERS11702805	Half	PfuTurbo Cx Hotstart DNA
ERS11702806.bin.r.1	0	0.0363262195121951	Velsko2022	1188	ERS11702806	Half	PfuTurbo Cx Hotstart DNA
ERS11702806.bin.r.1	1	0.00376524390243902	Velsko2022	1188	ERS11702806	Half	PfuTurbo Cx Hotstart DNA
ERS11702806.bin.r.1	2	0.00247256097560976	Velsko2022	1188	ERS11702806	Half	PfuTurbo Cx Hotstart DNA
ERS11702806.bin.r.1	3	0.00175304878048781	Velsko2022	1188	ERS11702806	Half	PfuTurbo Cx Hotstart DNA
ERS11702806.bin.r.1	4	0.00217987804878049	Velsko2022	1188	ERS11702806	Half	PfuTurbo Cx Hotstart DNA
ERS11702806.bin.r.1	5	0.00165853658536585	Velsko2022	1188	ERS11702806	Half	PfuTurbo Cx Hotstart DNA
ERS11702808.bin.r.3	0	0.0512242424242424	Velsko2022	1188	ERS11702808	Half	PfuTurbo Cx Hotstart DNA
ERS11702808.bin.r.3	1	0.00313939393939394	Velsko2022	1188	ERS11702808	Half	PfuTurbo Cx Hotstart DNA
ERS11702808.bin.r.3	2	0.00165454545454545	Velsko2022	1188	ERS11702808	Half	PfuTurbo Cx Hotstart DNA
ERS11702808.bin.r.3	3	0.00218181818181818	Velsko2022	1188	ERS11702808	Half	PfuTurbo Cx Hotstart DNA
ERS11702808.bin.r.3	4	0.00164242424242424	Velsko2022	1188	ERS11702808	Half	PfuTurbo Cx Hotstart DNA
ERS11702808.bin.r.3	5	0.0012969696969697	Velsko2022	1188	ERS11702808	Half	PfuTurbo Cx Hotstart DNA
ERS11702809_24.0.refbinned	0	0.0136062767475036	Velsko2022	1187	ERS11702809	Half	PfuTurbo Cx Hotstart DNA
ERS11702809_24.0.refbinned	1	0.00306562054208274	Velsko2022	1187	ERS11702809	Half	PfuTurbo Cx Hotstart DNA
ERS11702809_24.0.refbinned	2	0.00248502139800285	Velsko2022	1187	ERS11702809	Half	PfuTurbo Cx Hotstart DNA
ERS11702809_24.0.refbinned	3	0.00312125534950071	Velsko2022	1187	ERS11702809	Half	PfuTurbo Cx Hotstart DNA
ERS11702809_24.0.refbinned	4	0.00199429386590585	Velsko2022	1187	ERS11702809	Half	PfuTurbo Cx Hotstart DNA
ERS11702809_24.0.refbinned	5	0.00218830242510699	Velsko2022	1187	ERS11702809	Half	PfuTurbo Cx Hotstart DNA
ERS11702809_25.0.refbinned	0	0.0121665014866204	Velsko2022	1188	ERS11702809	Half	PfuTurbo Cx Hotstart DNA
ERS11702809_25.0.refbinned	1	0.0030782953419227	Velsko2022	1188	ERS11702809	Half	PfuTurbo Cx Hotstart DNA
ERS11702809_25.0.refbinned	2	0.0018790882061447	Velsko2022	1188	ERS11702809	Half	PfuTurbo Cx Hotstart DNA
ERS11702809_25.0.refbinned	3	0.00176709613478692	Velsko2022	1188	ERS11702809	Half	PfuTurbo Cx Hotstart DNA
ERS11702809_25.0.refbinned	4	0.00179385530227948	Velsko2022	1188	ERS11702809	Half	PfuTurbo Cx Hotstart DNA
ERS11702809_25.0.refbinned	5	0.00150743310208127	Velsko2022	1188	ERS11702809	Half	PfuTurbo Cx Hotstart DNA
ERS11702810.bin.r.8	0	0.00544878048780488	Velsko2022	1188	ERS11702810	Half	PfuTurbo Cx Hotstart DNA
ERS11702810.bin.r.8	1	0.00262439024390244	Velsko2022	1188	ERS11702810	Half	PfuTurbo Cx Hotstart DNA
ERS11702810.bin.r.8	2	0.00188292682926829	Velsko2022	1188	ERS11702810	Half	PfuTurbo Cx Hotstart DNA
ERS11702810.bin.r.8	3	0.00255121951219512	Velsko2022	1188	ERS11702810	Half	PfuTurbo Cx Hotstart DNA
ERS11702810.bin.r.8	4	0.00118536585365854	Velsko2022	1188	ERS11702810	Half	PfuTurbo Cx Hotstart DNA
ERS11702810.bin.r.8	5	0.00136585365853659	Velsko2022	1188	ERS11702810	Half	PfuTurbo Cx Hotstart DNA
ERS11702811.bin.r.1	0	0.00365905631659056	Velsko2022	1188	ERS11702811	Half	PfuTurbo Cx Hotstart DNA
ERS11702811.bin.r.1	1	0.00232876712328767	Velsko2022	1188	ERS11702811	Half	PfuTurbo Cx Hotstart DNA
ERS11702811.bin.r.1	2	0.00186301369863014	Velsko2022	1188	ERS11702811	Half	PfuTurbo Cx Hotstart DNA
ERS11702811.bin.r.1	3	0.00165144596651446	Velsko2022	1188	ERS11702811	Half	PfuTurbo Cx Hotstart DNA
ERS11702811.bin.r.1	4	0.00112024353120244	Velsko2022	1188	ERS11702811	Half	PfuTurbo Cx Hotstart DNA
ERS11702811.bin.r.1	5	0.000765601217656012	Velsko2022	1188	ERS11702811	Half	PfuTurbo Cx Hotstart DNA
ERS11702812.bin.r.7	0	0.00671086956521739	Velsko2022	1188	ERS11702812	Half	PfuTurbo Cx Hotstart DNA
ERS11702812.bin.r.7	1	0.00251521739130435	Velsko2022	1188	ERS11702812	Half	PfuTurbo Cx Hotstart DNA
ERS11702812.bin.r.7	2	0.00199782608695652	Velsko2022	1188	ERS11702812	Half	PfuTurbo Cx Hotstart DNA
ERS11702812.bin.r.7	3	0.00217608695652174	Velsko2022	1188	ERS11702812	Half	PfuTurbo Cx Hotstart DNA
ERS11702812.bin.r.7	4	0.00181304347826087	Velsko2022	1188	ERS11702812	Half	PfuTurbo Cx Hotstart DNA
ERS11702812.bin.r.7	5	0.00096304347826087	Velsko2022	1188	ERS11702812	Half	PfuTurbo Cx Hotstart DNA
ERS11702814.bin.r.3	0	0.00400460829493088	Velsko2022	1188	ERS11702814	Half	PfuTurbo Cx Hotstart DNA
ERS11702814.bin.r.3	1	0.00311520737327189	Velsko2022	1188	ERS11702814	Half	PfuTurbo Cx Hotstart DNA
ERS11702814.bin.r.3	2	0.00241013824884793	Velsko2022	1188	ERS11702814	Half	PfuTurbo Cx Hotstart DNA
ERS11702814.bin.r.3	3	0.00230414746543779	Velsko2022	1188	ERS11702814	Half	PfuTurbo Cx Hotstart DNA
ERS11702814.bin.r.3	4	0.00178801843317972	Velsko2022	1188	ERS11702814	Half	PfuTurbo Cx Hotstart DNA
ERS11702814.bin.r.3	5	0.00125806451612903	Velsko2022	1188	ERS11702814	Half	PfuTurbo Cx Hotstart DNA
ERS15409340.bin.r.4	0	0.00985152838427948	Velsko2024	1188	ERS15409340	Half	PfuTurbo Cx Hotstart DNA
ERS15409340.bin.r.4	1	0.00276637554585153	Velsko2024	1188	ERS15409340	Half	PfuTurbo Cx Hotstart DNA
ERS15409340.bin.r.4	2	0.00159825327510917	Velsko2024	1188	ERS15409340	Half	PfuTurbo Cx Hotstart DNA
ERS15409340.bin.r.4	3	0.00190393013100437	Velsko2024	1188	ERS15409340	Half	PfuTurbo Cx Hotstart DNA
ERS15409340.bin.r.4	4	0.00103493449781659	Velsko2024	1188	ERS15409340	Half	PfuTurbo Cx Hotstart DNA
ERS15409340.bin.r.4	5	0.000648471615720524	Velsko2024	1188	ERS15409340	Half	PfuTurbo Cx Hotstart DNA
ERS15409341.bin.r.9	0	0.0251790540540541	Velsko2024	1188	ERS15409341	Half	PfuTurbo Cx Hotstart DNA
ERS15409341.bin.r.9	1	0.00298648648648649	Velsko2024	1188	ERS15409341	Half	PfuTurbo Cx Hotstart DNA
ERS15409341.bin.r.9	2	0.0019222972972973	Velsko2024	1188	ERS15409341	Half	PfuTurbo Cx Hotstart DNA
ERS15409341.bin.r.9	3	0.00193581081081081	Velsko2024	1188	ERS15409341	Half	PfuTurbo Cx Hotstart DNA
ERS15409341.bin.r.9	4	0.00168243243243243	Velsko2024	1188	ERS15409341	Half	PfuTurbo Cx Hotstart DNA
ERS15409341.bin.r.9	5	0.00114189189189189	Velsko2024	1188	ERS15409341	Half	PfuTurbo Cx Hotstart DNA
ERS15409344.bin.r.2	0	0.0428019047619048	Velsko2024	1188	ERS15409344	Half	PfuTurbo Cx Hotstart DNA
ERS15409344.bin.r.2	1	0.00219238095238095	Velsko2024	1188	ERS15409344	Half	PfuTurbo Cx Hotstart DNA
ERS15409344.bin.r.2	2	0.00149714285714286	Velsko2024	1188	ERS15409344	Half	PfuTurbo Cx Hotstart DNA
ERS15409344.bin.r.2	3	0.00162285714285714	Velsko2024	1188	ERS15409344	Half	PfuTurbo Cx Hotstart DNA
ERS15409344.bin.r.2	4	0.00112571428571429	Velsko2024	1188	ERS15409344	Half	PfuTurbo Cx Hotstart DNA
ERS15409344.bin.r.2	5	0.000944761904761905	Velsko2024	1188	ERS15409344	Half	PfuTurbo Cx Hotstart DNA
ERS15409351.bin.r.1	0	0.00962931034482759	Velsko2024	1188	ERS15409351	Half	PfuTurbo Cx Hotstart DNA
ERS15409351.bin.r.1	1	0.00285560344827586	Velsko2024	1188	ERS15409351	Half	PfuTurbo Cx Hotstart DNA
ERS15409351.bin.r.1	2	0.00171120689655172	Velsko2024	1188	ERS15409351	Half	PfuTurbo Cx Hotstart DNA
ERS15409351.bin.r.1	3	0.0019051724137931	Velsko2024	1188	ERS15409351	Half	PfuTurbo Cx Hotstart DNA
ERS15409351.bin.r.1	4	0.00155387931034483	Velsko2024	1188	ERS15409351	Half	PfuTurbo Cx Hotstart DNA
ERS15409351.bin.r.1	5	0.00143103448275862	Velsko2024	1188	ERS15409351	Half	PfuTurbo Cx Hotstart DNA
ERS15409355.bin.r.6	0	0.10114859437751	Velsko2024	1188	ERS15409355	None	PfuTurbo Cx Hotstart DNA
ERS15409355.bin.r.6	1	0.00538152610441767	Velsko2024	1188	ERS15409355	None	PfuTurbo Cx Hotstart DNA
ERS15409355.bin.r.6	2	0.00335341365461847	Velsko2024	1188	ERS15409355	None	PfuTurbo Cx Hotstart DNA
ERS15409355.bin.r.6	3	0.00285542168674699	Velsko2024	1188	ERS15409355	None	PfuTurbo Cx Hotstart DNA
ERS15409355.bin.r.6	4	0.00225502008032129	Velsko2024	1188	ERS15409355	None	PfuTurbo Cx Hotstart DNA
ERS15409355.bin.r.6	5	0.00234538152610442	Velsko2024	1188	ERS15409355	None	PfuTurbo Cx Hotstart DNA
ERS15409361.bin.r.3	0	0.026377358490566	Velsko2024	1188	ERS15409361	Half	PfuTurbo Cx Hotstart DNA
ERS15409361.bin.r.3	1	0.00518238993710692	Velsko2024	1188	ERS15409361	Half	PfuTurbo Cx Hotstart DNA
ERS15409361.bin.r.3	2	0.0030041928721174	Velsko2024	1188	ERS15409361	Half	PfuTurbo Cx Hotstart DNA
ERS15409361.bin.r.3	3	0.002958071278826	Velsko2024	1188	ERS15409361	Half	PfuTurbo Cx Hotstart DNA
ERS15409361.bin.r.3	4	0.00210482180293501	Velsko2024	1188	ERS15409361	Half	PfuTurbo Cx Hotstart DNA
ERS15409361.bin.r.3	5	0.00161635220125786	Velsko2024	1188	ERS15409361	Half	PfuTurbo Cx Hotstart DNA
ERS15409370_24.0.refbinned	0	0.419342379958246	Velsko2024	1187	ERS15409370	None	PfuTurbo Cx Hotstart DNA
ERS15409370_24.0.refbinned	1	0.269820459290188	Velsko2024	1187	ERS15409370	None	PfuTurbo Cx Hotstart DNA
ERS15409370_24.0.refbinned	2	0.152548016701461	Velsko2024	1187	ERS15409370	None	PfuTurbo Cx Hotstart DNA
ERS15409370_24.0.refbinned	3	0.100687891440501	Velsko2024	1187	ERS15409370	None	PfuTurbo Cx Hotstart DNA
ERS15409370_24.0.refbinned	4	0.0740073068893528	Velsko2024	1187	ERS15409370	None	PfuTurbo Cx Hotstart DNA
ERS15409370_24.0.refbinned	5	0.0544217118997912	Velsko2024	1187	ERS15409370	None	PfuTurbo Cx Hotstart DNA
ERS15409397.bin.r.5	0	0.015273570324575	Velsko2024	1188	ERS15409397	Half	PfuTurbo Cx Hotstart DNA
ERS15409397.bin.r.5	1	0.0053338485316847	Velsko2024	1188	ERS15409397	Half	PfuTurbo Cx Hotstart DNA
ERS15409397.bin.r.5	2	0.00446058732612056	Velsko2024	1188	ERS15409397	Half	PfuTurbo Cx Hotstart DNA
ERS15409397.bin.r.5	3	0.0031870170015456	Velsko2024	1188	ERS15409397	Half	PfuTurbo Cx Hotstart DNA
ERS15409397.bin.r.5	4	0.00258114374034003	Velsko2024	1188	ERS15409397	Half	PfuTurbo Cx Hotstart DNA
ERS15409397.bin.r.5	5	0.00225656877897991	Velsko2024	1188	ERS15409397	Half	PfuTurbo Cx Hotstart DNA
ERS15409403.bin.r.7	0	0.0222079772079772	Velsko2024	1188	ERS15409403	Half	PfuTurbo Cx Hotstart DNA
ERS15409403.bin.r.7	1	0.00764102564102564	Velsko2024	1188	ERS15409403	Half	PfuTurbo Cx Hotstart DNA
ERS15409403.bin.r.7	2	0.00571225071225071	Velsko2024	1188	ERS15409403	Half	PfuTurbo Cx Hotstart DNA
ERS15409403.bin.r.7	3	0.0048974358974359	Velsko2024	1188	ERS15409403	Half	PfuTurbo Cx Hotstart DNA
ERS15409403.bin.r.7	4	0.00384900284900285	Velsko2024	1188	ERS15409403	Half	PfuTurbo Cx Hotstart DNA
ERS15409403.bin.r.7	5	0.00336752136752137	Velsko2024	1188	ERS15409403	Half	PfuTurbo Cx Hotstart DNA
ERS15409408.bin.r.3	0	0.254864532019704	Velsko2024	1187	ERS15409408	Half	PfuTurbo Cx Hotstart DNA
ERS15409408.bin.r.3	1	0.00629556650246305	Velsko2024	1187	ERS15409408	Half	PfuTurbo Cx Hotstart DNA
ERS15409408.bin.r.3	2	0.00287684729064039	Velsko2024	1187	ERS15409408	Half	PfuTurbo Cx Hotstart DNA
ERS15409408.bin.r.3	3	0.00301724137931035	Velsko2024	1187	ERS15409408	Half	PfuTurbo Cx Hotstart DNA
ERS15409408.bin.r.3	4	0.00209605911330049	Velsko2024	1187	ERS15409408	Half	PfuTurbo Cx Hotstart DNA
ERS15409408.bin.r.3	5	0.00186699507389163	Velsko2024	1187	ERS15409408	Half	PfuTurbo Cx Hotstart DNA
ERS15409409.bin.r.4	0	0.21539	Velsko2024	1187	ERS15409409	Half	PfuTurbo Cx Hotstart DNA
ERS15409409.bin.r.4	1	0.00603333333333333	Velsko2024	1187	ERS15409409	Half	PfuTurbo Cx Hotstart DNA
ERS15409409.bin.r.4	2	0.00224666666666667	Velsko2024	1187	ERS15409409	Half	PfuTurbo Cx Hotstart DNA
ERS15409409.bin.r.4	3	0.00226333333333333	Velsko2024	1187	ERS15409409	Half	PfuTurbo Cx Hotstart DNA
ERS15409409.bin.r.4	4	0.00154	Velsko2024	1187	ERS15409409	Half	PfuTurbo Cx Hotstart DNA
ERS15409409.bin.r.4	5	0.00107333333333333	Velsko2024	1187	ERS15409409	Half	PfuTurbo Cx Hotstart DNA
ERS15409413.bin.r.1	0	0.0317735849056604	Velsko2024	1190	ERS15409413	Half	PfuTurbo Cx Hotstart DNA
ERS15409413.bin.r.1	1	0.00405283018867925	Velsko2024	1190	ERS15409413	Half	PfuTurbo Cx Hotstart DNA
ERS15409413.bin.r.1	2	0.00193207547169811	Velsko2024	1190	ERS15409413	Half	PfuTurbo Cx Hotstart DNA
ERS15409413.bin.r.1	3	0.00261132075471698	Velsko2024	1190	ERS15409413	Half	PfuTurbo Cx Hotstart DNA
ERS15409413.bin.r.1	4	0.00279245283018868	Velsko2024	1190	ERS15409413	Half	PfuTurbo Cx Hotstart DNA
ERS15409413.bin.r.1	5	0.00223396226415094	Velsko2024	1190	ERS15409413	Half	PfuTurbo Cx Hotstart DNA
ERS15409414.bin.r.1	0	0.0342173913043478	Velsko2024	1188	ERS15409414	Half	PfuTurbo Cx Hotstart DNA
ERS15409414.bin.r.1	1	0.00415652173913044	Velsko2024	1188	ERS15409414	Half	PfuTurbo Cx Hotstart DNA
ERS15409414.bin.r.1	2	0.00233913043478261	Velsko2024	1188	ERS15409414	Half	PfuTurbo Cx Hotstart DNA
ERS15409414.bin.r.1	3	0.00294782608695652	Velsko2024	1188	ERS15409414	Half	PfuTurbo Cx Hotstart DNA
ERS15409414.bin.r.1	4	0.00208260869565217	Velsko2024	1188	ERS15409414	Half	PfuTurbo Cx Hotstart DNA
ERS15409414.bin.r.1	5	0.0015304347826087	Velsko2024	1188	ERS15409414	Half	PfuTurbo Cx Hotstart DNA
ERS15409415.bin.r.1	0	0.0286688741721854	Velsko2024	1188	ERS15409415	Half	PfuTurbo Cx Hotstart DNA
ERS15409415.bin.r.1	1	0.00319205298013245	Velsko2024	1188	ERS15409415	Half	PfuTurbo Cx Hotstart DNA
ERS15409415.bin.r.1	2	0.00196688741721854	Velsko2024	1188	ERS15409415	Half	PfuTurbo Cx Hotstart DNA
ERS15409415.bin.r.1	3	0.00209271523178808	Velsko2024	1188	ERS15409415	Half	PfuTurbo Cx Hotstart DNA
ERS15409415.bin.r.1	4	0.0015364238410596	Velsko2024	1188	ERS15409415	Half	PfuTurbo Cx Hotstart DNA
ERS15409415.bin.r.1	5	0.00109271523178808	Velsko2024	1188	ERS15409415	Half	PfuTurbo Cx Hotstart DNA
ERS15409416.bin.r.1	0	0.0215691318327974	Velsko2024	1188	ERS15409416	Half	PfuTurbo Cx Hotstart DNA
ERS15409416.bin.r.1	1	0.00866881028938907	Velsko2024	1188	ERS15409416	Half	PfuTurbo Cx Hotstart DNA
ERS15409416.bin.r.1	2	0.00603215434083601	Velsko2024	1188	ERS15409416	Half	PfuTurbo Cx Hotstart DNA
ERS15409416.bin.r.1	3	0.00568488745980707	Velsko2024	1188	ERS15409416	Half	PfuTurbo Cx Hotstart DNA
ERS15409416.bin.r.1	4	0.00446945337620579	Velsko2024	1188	ERS15409416	Half	PfuTurbo Cx Hotstart DNA
ERS15409416.bin.r.1	5	0.0042443729903537	Velsko2024	1188	ERS15409416	Half	PfuTurbo Cx Hotstart DNA
ERS15409431.bin.r.4	0	0.0264873737373737	Velsko2024	1188	ERS15409431	Half	PfuTurbo Cx Hotstart DNA
ERS15409431.bin.r.4	1	0.00553030303030303	Velsko2024	1188	ERS15409431	Half	PfuTurbo Cx Hotstart DNA
ERS15409431.bin.r.4	2	0.00442424242424242	Velsko2024	1188	ERS15409431	Half	PfuTurbo Cx Hotstart DNA
ERS15409431.bin.r.4	3	0.00367929292929293	Velsko2024	1188	ERS15409431	Half	PfuTurbo Cx Hotstart DNA
ERS15409431.bin.r.4	4	0.00239646464646465	Velsko2024	1188	ERS15409431	Half	PfuTurbo Cx Hotstart DNA
ERS15409431.bin.r.4	5	0.00245454545454545	Velsko2024	1188	ERS15409431	Half	PfuTurbo Cx Hotstart DNA
ERS15409432.bin.r.4	0	0.0237877358490566	Velsko2024	1188	ERS15409432	Half	PfuTurbo Cx Hotstart DNA
ERS15409432.bin.r.4	1	0.0080188679245283	Velsko2024	1188	ERS15409432	Half	PfuTurbo Cx Hotstart DNA
ERS15409432.bin.r.4	2	0.00626415094339623	Velsko2024	1188	ERS15409432	Half	PfuTurbo Cx Hotstart DNA
ERS15409432.bin.r.4	3	0.00572169811320755	Velsko2024	1188	ERS15409432	Half	PfuTurbo Cx Hotstart DNA
ERS15409432.bin.r.4	4	0.00460849056603774	Velsko2024	1188	ERS15409432	Half	PfuTurbo Cx Hotstart DNA
ERS15409432.bin.r.4	5	0.00395754716981132	Velsko2024	1188	ERS15409432	Half	PfuTurbo Cx Hotstart DNA
ERS22873782.bin.r.41	0	0.0936616541353384	RIII2023	1187	ERS22873782	None	
ERS22873782.bin.r.41	1	0.0544436090225564	RIII2023	1187	ERS22873782	None	
ERS22873782.bin.r.41	2	0.0445112781954887	RIII2023	1187	ERS22873782	None	
ERS22873782.bin.r.41	3	0.0463383458646617	RIII2023	1187	ERS22873782	None	
ERS22873782.bin.r.41	4	0.0486541353383459	RIII2023	1187	ERS22873782	None	
ERS22873782.bin.r.41	5	0.0498270676691729	RIII2023	1187	ERS22873782	None	
ERS22873794.bin.r.22	0	0.0209868073878628	RIII2023	1187	ERS22873794	Mixed	
ERS22873794.bin.r.22	1	0.0121213720316623	RIII2023	1187	ERS22873794	Mixed	
ERS22873794.bin.r.22	2	0.020868073878628	RIII2023	1187	ERS22873794	Mixed	
ERS22873794.bin.r.22	3	0.00612928759894459	RIII2023	1187	ERS22873794	Mixed	
ERS22873794.bin.r.22	4	0.0150316622691293	RIII2023	1187	ERS22873794	Mixed	
ERS22873794.bin.r.22	5	0.00854353562005277	RIII2023	1187	ERS22873794	Mixed	
ERS22873795.bin.r.21	0	0.0131678832116788	RIII2023	1190	ERS22873795	Mixed	
ERS22873795.bin.r.21	1	0.00855474452554745	RIII2023	1190	ERS22873795	Mixed	
ERS22873795.bin.r.21	2	0.014985401459854	RIII2023	1190	ERS22873795	Mixed	
ERS22873795.bin.r.21	3	0.00462043795620438	RIII2023	1190	ERS22873795	Mixed	
ERS22873795.bin.r.21	4	0.00957664233576642	RIII2023	1190	ERS22873795	Mixed	
ERS22873795.bin.r.21	5	0.00582481751824818	RIII2023	1190	ERS22873795	Mixed	
ERS22873795.bin.r.6	0	0.0110135135135135	RIII2023	1187	ERS22873795	Mixed	
ERS22873795.bin.r.6	1	0.00866216216216216	RIII2023	1187	ERS22873795	Mixed	
ERS22873795.bin.r.6	2	0.0169797297297297	RIII2023	1187	ERS22873795	Mixed	
ERS22873795.bin.r.6	3	0.00495945945945946	RIII2023	1187	ERS22873795	Mixed	
ERS22873795.bin.r.6	4	0.0103581081081081	RIII2023	1187	ERS22873795	Mixed	
ERS22873795.bin.r.6	5	0.00710135135135135	RIII2023	1187	ERS22873795	Mixed	
ERS22873796.bin.r.35	0	0.0061588785046729	RIII2023	1187	ERS22873796	Mixed	
ERS22873796.bin.r.35	1	0.00558878504672897	RIII2023	1187	ERS22873796	Mixed	
ERS22873796.bin.r.35	2	0.00783177570093458	RIII2023	1187	ERS22873796	Mixed	
ERS22873796.bin.r.35	3	0.00360747663551402	RIII2023	1187	ERS22873796	Mixed	
ERS22873796.bin.r.35	4	0.00558878504672897	RIII2023	1187	ERS22873796	Mixed	
ERS22873796.bin.r.35	5	0.00418691588785047	RIII2023	1187	ERS22873796	Mixed	
ERS26854147.bin.r.1	0	0.0923533026113671	Velsko2024	1187	ERS26854147	Half	
ERS26854147.bin.r.1	1	0.0110337941628264	Velsko2024	1187	ERS26854147	Half	
ERS26854147.bin.r.1	2	0.00729185867895545	Velsko2024	1187	ERS26854147	Half	
